id,type,state,created_at,updated_at,title,description,close_at,total_class_hours,keywords
212676,COURSE,HIDDEN,2022-08-02 7:55,2023-06-15 4:16,백엔드 개발 마스터-212676,백엔드 개발자가 지,NULL,119,"Java,Kotlin,Spring,프로젝트,코틀린,스프링,자바,backend,mvc,springboot,스프링부트,jpa,springbatch,springcloud,클라우드,springwebflux,querydsl,hibermate,mongodb,몽고디비,kafka,카프카,jdbc,restapi,intellij,인텔리제이,OOP,디자인패턴,웹개발,웹플럭스,객체지향,Reactive,백엔드기초,백엔드입문"
212672,COURSE,ONGOING,2022-08-02 2:08,2023-11-20 1:18,매력적인 모델링과 -212672,현직 캐릭터 TD의,NULL,20,"블렌더,3D,캐릭터,모델링,렌더링,스타일라이즈드,리얼리스틱,blender,블랜더,쓰리디"
212668,COURSE,ONGOING,2022-08-02 0:50,2023-11-20 1:36,사이드 프로젝트 :-212668,"카카오, 아마존 출",NULL,36,"프론트엔드심화,사이드프로젝트,serverless,프론트엔드,frontend,리액트,react.js,자바스크립트,javascript,aws,노드,node.js,node,TDD,반응형,비동기,상태관리,풀스택,네카라쿠배,아마존,카카오"
212642,COURSE,ONGOING,2022-07-29 2:26,2022-11-16 4:45,(B2G) K-Di-212642,NULL,NULL,NULL,NULL
212638,COURSE,ONGOING,2022-07-29 2:20,2022-11-16 4:43,(B2G)K-Dig-212638,NULL,NULL,NULL,NULL
212614,COURSE,ONGOING,2022-07-28 5:43,2022-11-16 4:33,(B2G)K-Dig-212614,NULL,NULL,NULL,NULL
212613,COURSE,ONGOING,2022-07-28 5:38,2022-11-16 4:39,(B2G)K-Dig-212613,NULL,NULL,NULL,NULL
212600,COURSE,ONGOING,2022-07-27 10:23,2023-11-20 1:18,네오아카데미 : 완-212600,네오아카데미 아트디,NULL,21,"네오아카데미,완케,빠른성장,캐주얼,일러스트,아트디렉터,그림,드로잉,네오,포토샵,악마,입문,wanke,캐릭터,취미,게임그래픽"
212599,COURSE,ONGOING,2022-07-27 10:21,2023-11-20 1:18,네오아카데미 : 까-212599,네오아카데미 강사 ,NULL,8,"네오아카데미,까나,SD캐릭터,캐주얼,일러스트,그림,드로잉,네오,클립스튜디오,클튜,스피드페인팅,입문,MD,SD,캐릭터"
212598,COURSE,ONGOING,2022-07-27 10:18,2023-11-20 1:18,네오아카데미 : 설-212598,네오아카데미 아트디,NULL,19,"네오아카데미,설,매트페인팅,캐주얼,일러스트,아트디렉터,그림,드로잉,네오,포토샵,감성,설ㅤ"
212587,COURSE,ONGOING,2022-07-27 6:11,2023-11-20 1:36,한 번에 끝내는 블-212587,100시간 커리큘럼,NULL,120,"블록체인,DApp,클론코딩,블록체인개발,블록체인강의,블록체인개발강의,블록체인개발자,백엔드,프론트엔드,백엔드이직,프론트엔드이직,프로그래밍,DApp개발,클론코딩실습,프로그래밍실습,블록체인실습,초격차,비트코인,암호화폐,Web3,NET,P2E,이더리움,블록체인초격차,블록체인 개발,블록체인 강의"
212555,COURSE,ONGOING,2022-07-27 2:10,2023-11-22 5:36,컴퓨터 비전 정주행-212555,"파이썬, 딥러닝 기",NULL,149,"컴퓨터비전,딥러닝,openCV,텐서플로우,파이토치,tensorflow,PyTorch,영상처리,컴퓨터 비전,객체탐지,3D Vision,생성모델,컴퓨터비전 알고리즘,computer vision,자율주행,정보보안,메디컬,자율주행 컴퓨터비전,자율주행 컴퓨터 비전,자율주행컴퓨터비전,이미지인식,이미지 인식,cnn,딥러닝 머신러닝 차이,딥러닝머신러닝 차이,딥러닝머신러닝차이,딥러닝 머신러닝차이,머신러닝 딥러닝 차이,머신러닝딥러닝 차이,머신러닝 딥러닝차이,머신러닝딥러닝차이,파이토치텐서플로우,파이토치 텐서플로우,멀티모달,nlp,Multimodal,Transformer,Yolo,NeRF,AR"
212551,COURSE,ONGOING,2022-07-26 8:44,2022-11-16 2:14,(B2G) K-Di-212551,NULL,NULL,19,NULL
212542,COURSE,ONGOING,2022-07-26 4:25,2023-11-20 1:18,닷밀 미디어아트 그-212542,"Ae, C4D, O",NULL,22,"닷밀,미디어아트,심화,모션,모션그래픽,이펙트,기획,연출,media,mediaart,art,음악,공간,감각,2탄,2강,아나몰픽,이머시브룸,BTS MAMA,평창올림픽,노형수퍼마겥,루나폴,c4d,옥테인,애프터이펙트,에프터이펙트,시네마4D"
212541,COURSE,ONGOING,2022-07-26 4:22,2023-11-20 1:18,닷밀 미디어아트 그-212541,"Ae, C4D, 그",NULL,25,"닷밀,미디어아트,기초,모션,모션그래픽,이펙트,mediaart,media,ektalf,상상,테크닉,그래픽,입문,맵핑,파사드,홀로그램,아나몰픽,BTS MAMA,평창올림픽,노형수퍼마겥,루나폴,C4d,옥테인,애프터이펙트,에프터이펙트,스튜디오,시네마4d"
212514,COURSE,ONGOING,2022-07-25 4:19,2022-11-16 2:34,(B2G) K-Di-212514,NULL,NULL,NULL,NULL
212512,COURSE,ONGOING,2022-07-25 1:46,2023-11-20 1:28,The Red : -212512,김영하 작가의 스토,NULL,5,"글쓰기,스토리텔링,실전편,김영하작가,2탄,김영하글쓰기,핸드아웃,심화편,소설,인물,이야기,작가,에센셜,카피라이팅"
212437,COURSE,ONGOING,2022-07-20 7:03,2024-01-02 9:04,CLASS : 프로-212437,상품 하나만 잘 광,NULL,3,"그로스마케팅,온보딩클래스,디지털마케팅,광고,마케팅전략,마케팅기획,데이터마케팅,이하석,최재준,케이스스터디,그로스,마케팅,pm,po"
212435,COURSE,ONGOING,2022-07-20 5:41,2023-11-20 0:40,실무 프로젝트와 모-212435,얕고 넓게가 아닌 ,NULL,30,"SOTA,자연어처리,NLP"
212434,COURSE,ONGOING,2022-07-20 5:05,2023-11-20 1:36,The RED : -212434,현실 세상의 TDD,NULL,10,"TDD,테스트주도개발,더레드,단위테스트,백엔드,backend,cqrs,테스트자동화,springboot,java,C#,postgresql,프로젝트,비동기,백엔드심화"
212428,COURSE,ONGOING,2022-07-20 2:38,2022-11-16 4:43,(B2G)K-Dig-212428,NULL,NULL,NULL,NULL
212408,COURSE,ONGOING,2022-07-19 1:51,2022-11-16 4:39,(B2G)K-Dig-212408,NULL,NULL,NULL,NULL
212407,COURSE,ONGOING,2022-07-19 1:35,2022-11-16 4:33,(B2G)K-Dig-212407,NULL,NULL,NULL,NULL
212302,COURSE,ONGOING,2022-07-15 1:51,2022-11-16 4:45,(B2G) K-Di-212302,NULL,NULL,NULL,NULL
212296,COURSE,ONGOING,2022-07-14 10:31,2023-11-20 1:18,Live2D로 만드-212296,Live2D를 위한,NULL,65,"Live2D,일러스트,리깅,캐릭터,라투디,애니메이션,게임,그래픽,영상,그림,취미,클립스튜디오,클튜,루냐,노아,일러,드로잉,리거노아,일러레루냐,게임그래픽,일러스트레이터"
212283,COURSE,PENDING,2022-07-14 4:22,2022-11-16 4:25,K-Digital -212283,NULL,NULL,28,NULL
212282,COURSE,ONGOING,2022-07-14 4:10,2022-11-16 4:20,(B2G) K-Di-212282,NULL,NULL,33,NULL
212281,COURSE,ONGOING,2022-07-14 2:48,2022-11-16 4:55,(B2G) K-Di-212281,NULL,NULL,NULL,NULL
212279,COURSE,ONGOING,2022-07-14 2:02,2022-11-16 7:12,(B2G) K-Di-212279,NULL,NULL,NULL,NULL
212277,COURSE,ONGOING,2022-07-14 1:26,2022-11-16 2:14,(B2G) K-Di-212277,NULL,NULL,19,NULL
212274,BOOK,ONGOING,2022-07-13 8:39,2022-07-20 1:01,UX/UI 기획이 -212274,디자이너에서 UX/,NULL,NULL,"UX/UI,웹사이트,기획,숏북,전자책,취향의맛,서비스기획"
212263,COURSE,ONGOING,2022-07-13 3:53,2023-11-20 0:40,논문 구현과 실험으-212263,컴퓨터비전 분야 S,NULL,5,"논문구현,컴퓨터비전,SSL&XAI,코드구현,논문리뷰,SOTA,CV,ComputerVision,딥러닝모델,딥러닝,머신러닝,딥러닝모델구현,모델구현,모델성능향상,CAM,cvpr,ieee,pmlr,컴퓨터,비전,copmuter,vision,컴퓨터 비전,Computer Vision,데이터사이언스,SOTA모델,데이터 사이언스,데이터 싸이언스,논문 리뷰,SOTA 모델"
212255,COURSE,ONGOING,2022-07-12 2:04,2023-11-20 1:28,한번에 끝내는 ES-212255,모든 글로벌 기업이,NULL,10,"ESG,지속가능경영,공시,넷제로,지속가능금융,지속가능,탄소중립,esg,펀딩,크라우드펀딩,친환경,이선경,박혜린,그린스완,그린워싱"
212254,COURSE,HIDDEN,2022-07-12 1:15,2023-09-01 1:06,재무/세무 회계 실-212254,업무 처리가 빨라지,NULL,12,"회계실무,재무제표,부동산,금융,회계,재무,세무"
212232,COURSE,ONGOING,2022-07-08 0:38,2022-11-16 4:51,K-Digital -212232,NULL,NULL,75,NULL
212231,COURSE,ONGOING,2022-07-08 0:22,2022-11-16 4:47,(B2G) K-Di-212231,NULL,NULL,61,NULL
212230,COURSE,ONGOING,2022-07-08 0:08,2022-11-16 5:05,(B2G) K-Di-212230,NULL,NULL,40,NULL
212229,COURSE,ONGOING,2022-07-08 0:06,2023-11-20 1:18,패캠 Univ. 디-212229,"서체, 레이아웃, ",NULL,108,"디자인,시각디자인,타이포그래피,편집디자인,인디자인,포토샵,일러스트레이터"
212227,COURSE,ONGOING,2022-07-07 15:35,2023-11-20 1:36,초단기 완성 : 1-212227,코딩 왕초보도 14,NULL,25,"클론코딩,html,css,프론트엔드,FRONTEND,자바스크립트,JAVASCRIPT,GIT,깃,GITHUB,깃헙,깃허브,프론트엔드입문,웹개발입문,코딩입문,프로젝트,웹개발,버전관리,프론트엔드기초,개발,프로그래밍,HEROPY"
212212,BOOK,ONGOING,2022-07-06 7:13,2022-12-23 7:22,스타트업 채용 입문-212212,스타트업 채용 업무,NULL,NULL,"HR,스타트업,리쿠르터,채용,채용컨설팅,링크드인,다이렉트소싱,채용면접,숏북,전자책"
212194,BOOK,ONGOING,2022-07-05 1:32,2022-07-27 5:31,ILM 리드 모델러-212194,<스타워즈> 우주 ,NULL,NULL,"3D,모델러,모델링,Mike,ILM,숏북,전자책"
212192,COURSE,HIDDEN,2022-07-05 1:03,2023-10-23 1:20,부동산 디벨로퍼 올-212192,기획부터 분양까지 ,NULL,17,"부동산개발,디벨로퍼,부동산,금융,부동산 개발,pf"
212190,COURSE,ONGOING,2022-07-04 23:47,2023-11-20 0:40,실패 없이 완주하는-212190,데이터 분석을 위한,NULL,10,"데이터분석,파이썬,데이터분석입문,데이터시각화,데이터시각화입문,데이터분석기초,파이썬라이브러리,파이썬프로그래밍,데이터,데이터엔지니어링,파이썬입문,데이터분석입문강의,데이터강의,selena,셀레나,Selena,데이터사이언티스트,데이터분석강의,파이썬개념"
212158,COURSE,ONGOING,2022-07-04 8:33,2023-11-29 5:09,The Red : -212158,수많은 사람들이 열,NULL,8,"글쓰기,스토리텔링,김희재작가,원천IP,시나리오,콘텐츠"
212157,COURSE,ONGOING,2022-07-04 8:32,2023-11-20 1:28,지금 우리 일상을 -212157,글로벌 OTT 플랫,NULL,4,"지금우리학교는,주동근,웹툰,스토리텔링,글쓰기,공포,스릴러,OTT"
212106,BOOK,ONGOING,2022-06-30 2:13,2022-07-13 4:45,프론트엔드 개발자가-212106,개발이라는 커리어의,NULL,NULL,"프론트엔드,개발자,성장,웹개발자,성장기록,TIL,오픈소스,이직,한재엽,숏북,전자책"
212086,COURSE,ONGOING,2022-06-29 4:30,2023-11-20 0:40,The RED : -212086,시뮬레이션 실습 후,NULL,10,"DynamicPricing,가격전략,가격오퍼레이션,Pricing,비즈니스,탄력가격제,탄력요금제,SOCAR,데이터분석,데이터비즈니스,Dynamc Pricing,톰슨샘플링,가격최적화,가격 전략,가격 정책,탄력 요금제"
212082,COURSE,HIDDEN,2022-06-29 1:47,2023-10-19 1:37,입문자를 위한 딥러-212082,"딥러닝 기초, 80",NULL,208,"알고리즘,딥러닝,입문,알고리즘기초,텐서플로우,파이토치,케라스,tensorflow,pytorch,keras,딥러닝강의,딥러닝강좌,테크"
212060,BOOK,ONGOING,2022-06-28 1:41,2022-07-06 1:03,경력직 이직을 성공-212060,경력직 이직 준비하,NULL,NULL,"이직,경력기술서,직장인,문근영,숏북,전자책,경력"
212055,COURSE,ONGOING,2022-06-27 8:07,2022-11-16 2:15,(B2G) K-Di-212055,NULL,NULL,19,NULL
212054,COURSE,ONGOING,2022-06-27 7:38,2022-11-16 4:05,(B2G) K-Di-212054,NULL,NULL,23,NULL
212053,COURSE,ONGOING,2022-06-27 6:23,2022-11-16 2:35,(B2G)K-Dig-212053,NULL,NULL,NULL,NULL
212037,COURSE,ONGOING,2022-06-24 6:18,2023-11-20 0:41,THE RED : -212037,3D 컴퓨터 비전 ,NULL,9,"3D컴퓨터비전,NeRF"
212003,BOOK,ONGOING,2022-06-23 6:41,2022-06-29 1:01,단기간에 활용하는 -212003,영상 편집을 처음 ,NULL,NULL,"영상편집,브이로그,유튜브,유튜버,크리에이터,영상제작,무지개,숏북,전자책"
211950,BOOK,ONGOING,2022-06-22 4:13,2022-06-29 1:01,공기업에 지원하기 -211950,"토익 점수, 한국사",NULL,NULL,"자기소개서,공기업,취업,이직,숏북,전자책,인생역전"
211945,COURSE,ONGOING,2022-06-21 7:48,2022-11-16 4:54,(B2G) K-Di-211945,NULL,NULL,NULL,NULL
211943,COURSE,ONGOING,2022-06-21 7:32,2022-11-16 4:20,(B2G) K-Di-211943,NULL,NULL,33,NULL
211939,COURSE,ONGOING,2022-06-21 5:44,2023-11-20 1:18,CLASS: 포토샵-211939,포토샵을 활용하여 ,NULL,8,"판타지아트,포토샵,디지털아트"
211918,COURSE,ONGOING,2022-06-17 9:01,2022-11-16 4:32,K-Digital -211918,NULL,NULL,NULL,NULL
211908,COURSE,ONGOING,2022-06-17 2:18,2022-11-16 4:43,K-Digital -211908,NULL,NULL,NULL,NULL
211907,COURSE,ONGOING,2022-06-17 2:07,2022-11-16 4:45,K-Digital -211907,NULL,NULL,NULL,NULL
211906,COURSE,ONGOING,2022-06-17 1:58,2022-11-16 4:39,K-Digital -211906,NULL,NULL,NULL,NULL
211895,COURSE,ONGOING,2022-06-16 5:47,2023-11-20 1:18,해오의 입문자를 위-211895,귀엽고 트렌디한 얼,NULL,9,"얼굴,머리카락,입문자,드로잉,채색,클립스튜디오,포토샵,캐주얼,일러스트,캐릭터드로잉"
211893,COURSE,ONGOING,2022-06-16 3:01,2023-11-20 1:28,The RED : -211893,패스트트랙아시아 대,NULL,4,"창업,스타트업,투자,매각,exit,경영,전략,vc,컴퍼니빌더,컴퍼니빌딩,패스트트랙아시아,박지웅,사업모델발굴,경영노하우"
211871,BOOK,ONGOING,2022-06-15 7:08,2022-06-22 4:42,한 권으로 살펴보는-211871,새롭고 유망한 직무,NULL,NULL,"데이터사이언스,협업모델,과학적사고,데이터사이언티스트,빅데이터,숏북,전자책"
211867,COURSE,ONGOING,2022-06-15 3:56,2023-12-18 5:41,33개 프로젝트로 -211867,"NeRF, Few-",NULL,37,"컴퓨터비전,OpenCV,딥러닝,자율주행,NLP,멀티모달,3D비전,Multimodal,Transformer,Yolo,NeRF,AR,데이터사이언스,AI,머신러닝,파이토치,텐서플로우"
211858,COURSE,ONGOING,2022-06-14 1:40,2023-11-20 1:18,3D 캐릭터를 가장-211858,안심팩토리 피규어 ,NULL,8,"아이패드,3D모델링,아트토이,iPad,모델링,3D,노마드스컬프,nomad sculpt,노마드,스컬프,피규어,안심팩토리,캐릭터,3D캐릭터,nft,이모티콘,취미,스노우볼,과일농장,콩이,캐릭터일러스트,일러스트,캐릭터 만들기,캐릭터만들기,3d 캐릭터 만들기,3d캐릭터 만들기,3d캐릭터만들기,블렌더"
211857,COURSE,ONGOING,2022-06-14 1:10,2023-12-14 1:14,딥러닝·인공지능 S-211857,딥러닝 기초 원리부,NULL,94,"딥러닝,기초,시그니처,평생소장,평생수강,인공지능,ai,AI,딥러닝기초,딥러닝강의,인공지능기초,AI기초,인공지능강의,AI강의,컴퓨터비전,CV,cv,강화학습,정형데이터,자연어처리,MLP,나동빈,혁펜하임,tabnet,파이썬,딥러닝시그니처,초격차,텐서플로우,파이토치,PyTorch,pytorch,PYTORCH,텐써플로우,TENSORFLOW,TensorFlow,Tensorflow,tensorflow,딥러닝입문,딥러닝 초격차 패키지,인공지능 초격차 패키지,딥러닝 인공지능,초격차 딥러닝,초격차 인공지능,인공지능 패키지,딥러닝 패키지,딥러닝패키지,인공지능패키지,초격차딥러닝,초격차인공지능"
211831,BOOK,ONGOING,2022-06-13 0:51,2022-06-22 7:39,직장인이 꼭 알아야-211831,직장인이라면 누구나,NULL,NULL,"급여,세금,4대보험,직장인,숏북,전자책"
211816,COURSE,ONGOING,2022-06-10 7:01,2023-11-30 1:58,AutoML 시스템-211816,ML 모델 선택 및,NULL,19,"AutoML,모델최적화,머신러닝자동화시스템,하이퍼파라미터튜닝,시스템구축,머신러닝모델선택,머신러닝자동화,모델개발,최적화알고리즘,길스랩,유전알고리즘,머신러닝,머신러닝모델,ML,베이지안최적화,지도학습모델,Hyperparameter,mlops,하이퍼 파라미터,머신러닝 자동화 시스템"
211807,COURSE,ONGOING,2022-06-09 9:28,2023-11-20 1:18,화사한 색감과 빛의-211807,화사한 색감과 미소,NULL,19,"색감,빛,미소년,일러스트,그림,드로잉,포토샵,클튜,클립스튜디오,리리,취미,회지,굿즈,채색,보정,만화,게임"
211805,COURSE,ONGOING,2022-06-09 9:08,2022-06-10 0:01,(B2B) K-Di-211805,NULL,NULL,33,NULL
211804,COURSE,ONGOING,2022-06-09 9:00,2022-11-16 4:54,(B2B) K-Di-211804,NULL,NULL,NULL,NULL
211798,COURSE,ONGOING,2022-06-09 0:09,2023-11-20 0:41,딥러닝/머신러닝을 -211798,시계열 데이터 분석,NULL,25,"데이터분석,시계열,딥러닝,머신러닝,데이터사이언스,시계열데이터분석,머신러닝시계열,시계열예측,예측모델링,데이터애널리스트,데이터분석가,데이터사이언티스트,단변량시계열,다변량시계열,머신러닝모델링,파이썬프로젝트추천,데이터 분석"
211796,BOOK,ONGOING,2022-06-08 6:37,2022-06-13 1:01,성공적인 이직을 위-211796,직장인 大이직 시대,NULL,NULL,"이직,헤드헌터,연봉협상,직장인,숏북,전자책,잇쭌"
211795,BOOK,ONGOING,2022-06-08 5:55,2022-06-13 1:38,왕초보 신입 사원을-211795,비즈니스 커뮤니케이,NULL,NULL,"비즈니스메일,일잘러,커뮤니케이션,메일작성법,메일쓰기,제안메일,신입,영지니어스,숏북,전자책"
211790,COURSE,HIDDEN,2022-06-07 14:45,2023-06-01 1:23,구글 애널리틱스 올-211790,"데이터, 제대로 보",NULL,NULL,"GA,데이터분석,마케팅,데이터마케팅"
211782,COURSE,ONGOING,2022-06-07 8:15,2023-11-20 1:18,편집하는여자의 영상-211782,국내 정상급 영상편,NULL,9,"애프터이펙트,편집하는여자,모션그래픽,마스터클래스,영상편집,유튜브,편집녀,편집여,애펙,에펙,에프터이펙트,영상,크리에이터,편집,vuswlqsu,vuswlqdu,dudtkd,After Effects"
211781,COURSE,ONGOING,2022-06-07 8:13,2023-11-20 1:18,편집하는여자의 영상-211781,국내 정상급 영상편,NULL,11,"애프터이펙트,편집하는여자,모션그래픽,마스터클래스,영상편집,유튜브,편집녀,애펙,에프터이펙트,에펙,편집여"
211780,COURSE,ONGOING,2022-06-07 8:11,2022-11-16 4:25,K-Digital -211780,NULL,NULL,28,NULL
211779,COURSE,ONGOING,2022-06-07 8:01,2022-11-16 2:15,(B2B) K-Di-211779,NULL,NULL,19,NULL
211772,COURSE,ONGOING,2022-06-07 4:07,2023-11-20 1:18,CLASS : 초보-211772,서혜원 작가님과 예,NULL,5,"디자인,일러스트레이터,기초,실습,예제,툴,illustrator"
211749,COURSE,ONGOING,2022-06-02 5:29,2023-11-20 0:41,실무 사례로 배우는-211749,컴퓨터비전의 16개,NULL,10,"논문구현,컴퓨터비전,SOTA모델,SOTA,딥러닝,AI,머신러닝,딥러닝심화학습,딥러너,CV,논문,논문리뷰,코드구현,오픈소스,오픈소스활용법,안현웅,딥러닝엔지니어,엔지니어,주니어엔지니어,시니어엔지니어,딥러닝관리자,자율주행,사물인식,메디컬,최신SOTA,최신SOTA모델,최초,최신,Deeplearning,딥러닝강의,머신러닝강의,ai강의,논문구현강의,데이터사이언스,데이터 사이언스,데이터 싸이언스,논문 리뷰,SOTA 모델"
211744,COURSE,ONGOING,2022-06-02 3:43,2023-11-20 1:28,권오상의 금융 아카-211744,온라인 최초공개 C,NULL,27,"권오상,내부회계관리제도,내부통제,회계,금융,실무,금융아카데미,실무형회계,이사회감사보고,운영및평가"
211727,COURSE,ONGOING,2022-05-31 7:11,2023-11-20 1:28,한 번에 끝내는 퀀-211727,금융공학 대학원급 ,NULL,209,"금융공학,퀀트,디지털역량,vc 취업,vc취업,vc업무,vc 업무,벤처캐피탈 취업,벤처캐피탈취업,주식 공부 입문,주식 입문,주식공부 입문,주식 공부입문,주식공부입문,주식입문,디지털금융,퀀트커리어,금융공학대학원,파이썬,데이터분석,학습알고리즘,퀀트 트레이딩"
211720,COURSE,ONGOING,2022-05-31 1:37,2022-11-16 7:12,(B2B)K-Dig-211720,NULL,NULL,NULL,NULL
211716,BOOK,ONGOING,2022-05-31 0:06,2022-06-15 8:18,복사 & 붙여넣기로-211716,복사와 붙여넣기를 ,NULL,NULL,"웹앱,웹뷰,리액트,react,김민성,숏북,전자책"
211696,BOOK,ONGOING,2022-05-30 9:35,2022-06-13 1:17,대기업 ALL 합격-211696,합격하는 자기소개서,NULL,NULL,"자기소개서,취업준비,구직자,자소서,취업준비생,대기업합격,스타기법,JD컨설턴트,숏북,전자책"
211693,COURSE,ENDED,2022-05-30 8:41,2023-06-01 1:23,코딩18: 웹개발 -211693,1:8 소그룹으로 ,2022-09-15 14:59,3,NULL
211648,COURSE,ONGOING,2022-05-27 6:54,2022-11-16 4:54,(B2B) K-Di-211648,NULL,NULL,NULL,NULL
211646,COURSE,ONGOING,2022-05-27 6:45,2022-05-27 6:45,(B2B) K-Di-211646,NULL,NULL,33,NULL
211606,COURSE,ONGOING,2022-05-26 8:49,2023-11-20 1:36,Next.js 완전-211606,Next.js의 기,NULL,23,"Next.js,react,평생소장,프론트엔드,쇼핑몰,커머스,포트폴리오,SSR,SEO,SSG,프론트엔드 프로젝트,vercel,frontend,nextjs,next,넥스트,spa,리액트,typescript,타입스크립트,git,노드,node.js,node,토스증권,토스,toss,서버리스,severless,설계,api,배포,이커머스,서비스구현,프론트엔드심화"
211600,COURSE,ONGOING,2022-05-26 4:17,2023-11-20 1:28,15개의 프로젝트 -211600,"브랜딩, 중요한 건",NULL,27,"브랜딩,브랜드마케팅,스토리텔링,브랜드,프로젝트,실습,스토리,차별화,바이럴효과,팬덤,브랜딩이론,브랜딩가이드북,브랜딩프레임워크,브랜드전략,브랜드디자인,브랜드커뮤니케이션,브랜드PR,채널별전략,브랜드아이덴티티"
211594,COURSE,ONGOING,2022-05-25 8:40,2023-11-20 1:18,CLASS : 색의-211594,8만 팔로워 송블리,NULL,5,"송블리,색연필,인물화,스케치,그림,디자인,채색,송불리,드로잉,일러스트,인물드로잉"
211585,BOOK,ONGOING,2022-05-25 2:24,2022-06-07 3:21,120일 만에 데이-211585,데이터 분석가 어떻,NULL,NULL,"데이터분석가,취업준비,비밀노트,취업준비생,포트폴리오,데이터분석,비전공자,산책냥이,숏북,전자책"
211583,COURSE,ONGOING,2022-05-25 1:02,2022-11-16 4:06,(B2B) K-Di-211583,NULL,NULL,23,NULL
211581,BOOK,ONGOING,2022-05-24 23:40,2022-06-20 1:26,비전공자도 이해할 -211581,현직 데이터 분석가,NULL,NULL,"데이터분석,데이터,숏북,박지환,전자책,비전공자,colab,파이썬"
211557,COURSE,ONGOING,2022-05-23 6:01,2023-11-20 1:28,The red : -211557,전 세계가 사랑하는,NULL,2,"베르나르베르베르,글쓰기,스토리텔링,소설,콘텐츠,베스트셀러,작가,스토리초안,이야기쓰기,단편소설,창작,판타지소설,SF,창의력,상상력,문학,철학"
211556,COURSE,ONGOING,2022-05-23 5:52,2022-11-16 4:31,K-Digital -211556,NULL,NULL,19,NULL
211543,COURSE,ONGOING,2022-05-20 6:16,2024-01-25 18:03,합격의 하이패스 :-211543,하루 2시간! 7일,NULL,21,"SQL,오라클,DB,커리어,데이터분석,네트워크보안,Dbeaver,데이터,데이터모델링,DDL,JOIN,모의고사,자격증,데이터사이언스,SQLD자격증,개발자취업"
211542,COURSE,ONGOING,2022-05-20 5:57,2022-11-16 2:16,(B2B) K-Di-211542,NULL,NULL,19,NULL
211534,COURSE,PENDING,2022-05-19 14:29,2022-05-19 14:29,메가바이트 스쿨 :-211534,성과 데이터를 제대,NULL,55,"평생소장,퍼포먼스마케팅,데이터,마케팅,디지털마케팅,SQL,AB테스트,모바일마케팅,앱마케팅,앱,성과분석,구글애널리틱스,구글애즈,광고,몰로코,당근마켓,블랭크"
211510,COURSE,ONGOING,2022-05-19 13:12,2022-05-19 14:28,메가바이트 스쿨 :-211510,콘텐츠-퍼포먼스-그,NULL,117,"디지털마케팅,마케팅,SQL,태블로,GA,구글애널리틱스,인스타그램,페이스북,시장조사,광고,구글애즈,데이터스튜디오,데이터,콘텐츠,포토샵,프리미어,애프터이펙트,초격차,GAIQ,검색광고,GA4,태그매니저"
211503,COURSE,ONGOING,2021-08-19 9:09,2022-06-15 4:28,뇌 성장과 정서사회-211503,소아정신과 전문의 ,NULL,8,NULL
211497,COURSE,ONGOING,2022-05-19 1:27,2022-11-16 7:12,(B2B)K-Dig-211497,NULL,NULL,NULL,NULL
211492,COURSE,ONGOING,2022-05-18 10:58,2024-01-25 18:03,프론트엔드 웹 개발-211492,시작부터 실전까지 ,NULL,168,"언어,프레임워크,코딩테스트,Signature,Frontend,HTML,CSS,자바스크립트,JAVASCRIPT,타입스크립트,TYPESCRIPT,Vanillajs,Vanilla.js,리액트,React,React.js,노드,Node.js,Node,알고리즘,웹,개발,웹개발,컴퓨터공학,CS지식,프로그래밍,Git,깃,개발자취업,코딩입문,프론트엔드입문,프론트엔드기초,시그니처,시그니처프론트엔드,프론트엔드,시그니처 프론트엔드,프론트엔드 시그니처"
211490,COURSE,ONGOING,2022-05-18 9:04,2022-05-18 9:05,메가바이트 스쿨 :-211490,직장생활에 필요한 ,NULL,44,"PPT,보고서,한글,엑셀,일잘러,직장인,직장인필수스킬,사업계획서,업무,워드,구글,노션,구글스프레드시트,구글닥스,문서,비즈니스메일,커뮤니케이션,기힉안,기획"
211489,COURSE,ONGOING,2022-05-18 9:02,2022-05-19 9:25,메가바이트 스쿨 :-211489,이론과 실무 프로세,NULL,62,"UX,UI,프로토타이핑,스케치,마블,어도비XD,제플린,프로토파이,디자인,클론디자인,디자인툴,ux,ui,수콩,곽수빈,uxui,uiux,ux강의,uxui강의,uiux강의,ux컨퍼런스,디자인강의"
211488,COURSE,ONGOING,2022-05-18 8:07,2023-06-01 1:20,메가바이트 스쿨 :-211488,Youtube 본사,NULL,5,"PM,프로덕트매니저,서비스기획,서비스기획자,PO,Productmanager,더레드,실리콘밸리"
211486,COURSE,ONGOING,2022-05-18 7:58,2022-05-18 8:02,메가바이트 스쿨 :-211486,글로벌 소프트웨어 ,NULL,10,"더레드,pm,po,productmanager,productowner,프로덕트매니저,프로덕트오너,서비스기획,pm취업,아키텍트 프로덕트 매니저,김영욱,프로덕트 전략,프로덕트 런칭,개발자 협업,디자이너 협업"
211484,COURSE,ONGOING,2022-05-18 7:25,2022-05-18 7:25,메가바이트 스쿨 :-211484,성과 데이터를 제대,NULL,55,"평생소장,퍼포먼스마케팅,데이터,마케팅,디지털마케팅,SQL,AB테스트,모바일마케팅,앱마케팅,앱,성과분석,구글애널리틱스,구글애즈,광고,몰로코,당근마켓,블랭크"
